Unnamed: 0,סוג הנכס,עיר,שכונה,רחוב,חדרים,קומה,מחיר,מטרים,לשוטפים,ריהוט,מעלית,מזגן,חניה,מרפסת,סורגים,ממד,מחסן,משופצת,דוד שמש,חיות מחמד,תאור
492,דירה,"ראשל""צ והסביבה",ראשון לציון,"רמב""ם",4.5,2,5000,117.0,0,0,0,1,0,0,0,0,0,0,0,0,דירת 4.5 חדרים עם מרפסת שירות קטנה סלון מרווח מטבח גדול עם הרבה מקומות אחסון   2 חדרי שירותים  מתאימה למשפחה מיקום מרכזי בקרבת בתי ספר גנים וקופת חולים תחבורה ציבורית רחוב קטן ושקט לטווח ארוך
493,דירה,נס ציונה - רחובות,רחובות,נווה אלון,4.0,3,5500,100.0,0,0,1,1,1,0,0,0,0,1,0,0,"השכרה, דירה, קומה 3, רחובות

דירה משופצת ומטופחת
4 חדרים, מרווחת, 100 מר'
מקלחת אחת, 2 חדרי שירותים
קומה 3, עם מעלית 
מיקום מעולה, שקט ונעים
מזגנים בחדרים 
ארון בחדר שינה
מרפסת כביסה
חניה משותפת בבניין

לטווח ארוך ללא תיווך"
494,דירה,רעננה - כפר סבא,צור יצחק,נחל איילון 12,4.0,7,5200,140.0,0,0,1,1,1,1,0,1,1,0,0,0,"דירת 4 חדרים מרווחת, 120 מ""ר חלל פנימי + כ-20 מ""ר מרפסת צפונית, 2 כיווני אוויר.
יחידת הורים עם חלל לארון + מקלחת הורים
חדר שינה נוסף + ממד.
חדר שירות + אזור תליית כביסה מרווח.
מחסן ו-2 חניות מקורות.
להשכרה החל מחודש אוגוסט"
495,דירה,באר שבע והסביבה,באר שבע,שכונה ב,4.0,3,3600,78.0,0,1,0,1,0,0,1,0,0,1,0,0,"דירת 4 חדרים משופצת ברחוב שמעוני השקט והמבוקש 
הדירה ממוקמת במרחק הליכה מהאוניברסיטה ומבית חולים סורוקה
הדירה קרובה לסופר, בתי קפה ומסעדות 
הדירה מרוהטת וכוללת : מקרר,תנור,מכונת כביסה, ש
תחילת השכירות 1.10.2023
שכ""ד 3600 ש""ח לכל הדירה
ארונה לחודשיים : כ- 280 ש""ח לאחר הנחת סטודנטים.
וועד בית 720 ש""ח לשנה 
גז לשנה 250 ש""ח.
כל הקודם זוכה .
תיאום מוקדם עם נמרוד
מגיע לדירה בתאריך 11.6.2023 
"
496,תיירות ונופש,אילת והערבה,אילת,איזמרגד 1,3.0,1,5000,60.0,0,0,0,1,1,1,0,0,0,1,0,0,"קלאב אין אילת בסוכות 26/9-02/10 שבוע 39 מול חוף אלמוגים היחידה מתאימה ל- 6 אנשים וכוללת 2 חדרי שינה, סלון ומרפסת גדולה 2 טלוויזיות יחידה מאובזרת מיקרוגל, קומקום חשמלי כלי אוכל ומקרר. סופרמרקט באתר. פינות ברביקיו. מרחק 5 דק' הליכה מהים , חוף דרומי . 5000 ש""ח"
497,דירה,תל אביב,תל אביב יפו,תוכנית ל,4.5,3,13000,120.0,0,0,1,1,1,0,0,0,0,1,0,0,"דירת 4.5 חדרים מרווחת מאד 120 מטר כולל מים חמים 24/7 חימום רצפתי בחורף, חניה פרטית כניסה מטופחת לבניין"
498,דירה,גליל ועמקים,קרית שמונה,יובלים 1,4.0,1,4200,120.0,0,0,0,1,1,1,0,1,1,0,1,0,"דירה חדשה ויפיפייה מהקבלן בשכונת יובלים!!
 4 חדרים, 2 שירותים ומקלחת, יחידת הורים מפנקת, מרפסת שמש, דוד שמש, מחסן ,שתי חניות מזגן מרכזי, ממד, נוף לחרמון"
499,דירה,באר שבע והסביבה,נתיבות,יצחק שמיר 6,3.0,1,2800,112.0,0,0,1,1,1,1,0,1,1,0,0,0,"דירה בכניסה לשכונה יצחק שמיר 10 מזגן בכל חדר, מחסן צמוד לדירה, כניסה 20.07.23"
500,דירה,רמת גן - גבעתיים,רמת גן,מרום נווה,2.5,1,5000,55.0,0,0,0,1,0,0,0,0,0,1,0,0,דירה 2.5 חדרים מטבח חדש אמבטיה משופצת דלתות חדשות מזגן בכל חדר במקום מרכזי דקה ממרום נוה
501,בית פרטי/קוטג',חיפה וחוף הכרמל,חיפה,קרית חיים מזרחית,4.0,0,5200,250.0,0,0,0,1,1,0,1,0,1,0,0,0,"להשכרה בית קרקע בקריית חיים מזרחית, מקום מרכזי ושקט.
120 מטר בנוי - 4 חדרים פלוס 130 מטר גינה.
חצר מרוצפת
יציאה מהסלון
מטבח מסודר פלוס מזווה גדול
פינת אוכל מרווחת
סלון גדול עם יציאה למרפסת
חדר שינה ענק עם חדר ארונות נפרד
שתי מקלחות 
שני שרותים
חדר ילדים גדול עם ארון קיר.
חנייה פרטית
אפשרות למחסן גדול.
מחיר מבוקש - 5200? - לחודש.

"
502,דירה,בקעת אונו,גני תקווה,דרך התקווה 8,4.0,3,8000,106.0,0,0,1,1,1,1,0,1,1,0,0,0,"דירת 4 חדרים בת 3.5 שנים, פונה לכיוון צפון מזרח. תאורה דקורטיבית בכל הדירה, מקלחונים. מחסן צמוד לדירה בקומה. הבניין בקרבת בתי ספר, גני ילדים, פארק ומרכז מסחרי"
503,יחידת דיור,ירושלים והסביבה,כפר אדומים,נחל אשלים 22,2.0,0,2200,130.0,0,0,0,1,0,1,0,0,0,1,0,0,"היי, יחידת בייסמנט קטנה ומקסימה, עברה שיפוץ לפני שנה, כניסה פרטית וגינה ענקית הצופה אל נוף נחל פרת, 
מטבח וסלון מרווחים וחדר שינה,
שירותים ומקלחון,
"
504,בית פרטי/קוטג',בקעת אונו,אור יהודה,שיכון ממשלתי,4.0,0,8000,250.0,0,0,0,1,1,0,1,1,1,1,0,0,"באור יהודה הותיקה רחוב עורפי שקט , דו משפחתי 4 חדרים 120 מטר + גינה.
יחידת הורים , שלושה שירותים.
חדר ארונות חדר כביסה שני מחסנים פרגולה ומזגן בכל חדר
שכנים שקטים , רחוב שקט ולא עמוס
ארנונה נמוכה וללא תשלומים נוספים"
505,דירה,באר שבע והסביבה,באר שבע,שכונה ד,4.0,2,3000,50.0,0,1,0,1,0,0,1,0,0,1,0,0,"דירת 4 חדרים משופצת, מסודרת, מרוהטת. 12 דקות הליכה מהאוניברסיטה. 
3 חדרי שינה, פינת אוכל, סלון, מטבח מאובזר עם צנור, כיריים, מיקרוגל, מזגנים בכל החדרים, אמבטיה עם שירותים, שירותי אורחים, פינת שירות עם"
506,דירה,בקעת אונו,קרית אונו,יצחק נבון 1,5.0,5,7800,139.0,0,0,1,1,1,1,0,1,1,0,0,0,"דירה חדשה מקבלן סופר משודרגת! 
מטבח מנגר משודרג ברמה הגבוהה ביותר!
כולל כיריים וכיור כפול.
יחידת הורים עם מקלחון
יחידת מתבגר עם שירותים צמודים
תאורה משודרגת
כלים סניטריים 
מזגן נפרד בכל חדר ומיזוג מרכזי לסלון - מזגנים חסכוניים דירוג A . 
2 חניות בודדות (לא עוקבות)
הדירה כוללת מחסן ! (צמוד למעלית) 
מיקום מרכזי ליד אוניברסיטת בר אילן בשכונה גן ילדים ובית ספר"
507,דירה,באר שבע והסביבה,באר שבע,שכונה ד,3.0,2,2200,65.0,0,0,0,1,0,0,0,0,0,0,0,0,"שכירות: דירת 3 חדרים  יפה ומשופצת מוארת ויש בה בריזה נהדרת. נמצאת בקומה 2 מרחק של כ 10 דקות הליכה מהאוניברסיטה ומכללת קיי חניה ענקית בצמוד לבניין קרובה לבית ספר ומרכזי ספורט.
מזגן בכל חדר"
508,דירה,תל אביב,תל אביב יפו,הצפון הישן החלק הדרום מזרחי,2.5,2,7500,70.0,0,0,0,1,0,0,0,0,0,0,0,0,"מפרטי דירת 2.5 חדרים + הול כניסה + מרפסת סה״כ 70 מטר.  
הדירה אחורית, שקטה, מוארת ומאווררת.  
נמצאת בבינין מאוד מטופח"
509,דירה,רעננה - כפר סבא,רעננה,קרן היסוד 8,3.5,2,6500,85.0,0,0,1,1,1,1,0,0,0,0,0,0,"דירה בת שלושה חדרים +פינת אוכל, מרווחת, נעימה וטובה במרכז רעננה, קרובה לכל מקום. עורפית, + חניה פרטית, חדר ארונות, שני שרותיים, המרפסת היא סגורה מהסלון, בניין מטופח + מעלית, שכנים טובים. לטווח ארוך"
510,דירה,פרדס חנה - כרכור,חריש,רובין 7,4.0,4,3300,110.0,0,0,1,1,1,1,0,0,1,1,0,0,"ברחוב רובין 7, שכונת אבני חן,דירת 4 חד' , קומה רביעית , בניין בוטיק , שתי דירות בקומה,נוף פתוח, מוארת, דרום מערבית, מחסן , שתי חניות עוקבות , מזגן בכל חדר, מיקום מצויין במרחק הליכה ממרכז מסחרי , תחנת אוטובוס ,רשתות בכל הדירה ,רשתות נגד יונים , תנור בילד אין ומדיח  , לטווח ארוך"
511,דירה,באר שבע והסביבה,ערד,אלעזר בן יאיר 19,2.5,3,1900,54.0,0,0,0,0,1,1,0,0,0,1,0,0,"להשכרה דירה נעימה ושקטה 3 חדרים, 
קומה ג 
משופצת מהיסוד, אינסטלציה חדשה, דירה נעימה ושקטה, מאווררת. מרווחת.
קרובה למרכז לתחבורה ציבורית ולכל מקום בעיר
.מטבח חדש, שירותים ומקלחת חדשים .
מתאימה ליחיד/זוג עם ילד
רק להכנס ולגור. 
באלעזר בן יאיר 19 
מחיר מעולה כניסה מיידית.
כל הקודם זוכה ! 
ללא תיווך 
לפרטים ניתן גם לפנות בוואטסאפ"
512,דירה,נס ציונה - רחובות,רחובות,שכונת יחד,5.5,4,8500,244.0,1,0,1,1,1,0,1,0,1,1,0,0,"דירה בקומה רביעית עם 5.5 חדרים 
כ - 122 מ""ר, חדרים גדולים  ומרווחים, 3 מזגנים בשני חדרים ובסלון, דירה משופצת, חדר ארונות גדול, כניסה מיידית! בנוסף יחידת דיור בגודל 24 מ""ר עם גג פתוח בגודל 100 מ""ר + פרגולה קטנה. היחידה כוללת חדר + מטבחון +  שירותים + מקלחון. 
לרציניים ולמשפחות בלבד! 
לא לשותפים!!!"
513,דירה,גליל ועמקים,חצור הגלילית,הדולב 4,3.0,2,2300,70.0,0,0,0,1,1,1,1,0,1,0,0,0,"דירת 3 חדרים יפיפייה עם מרפסת שמש , מטבח כשר , מיקום מרכזי קרובה למרכז מסחרי ובתי ספר . בסמיכות למועצה מקומית .תחנת אוטובוס קרובה . מתפנה בחודש אוגוסט הקרוב .לא בשבת"
514,בית פרטי/קוטג',גליל ועמקים,בוסתן הגליל,דרך הים 18,5.0,0,7000,170.0,0,0,0,1,1,1,1,1,1,1,0,0,"השכרה, בית פרטי/ קוטג, בוסתן הגליל"
515,יחידת דיור,ירושלים והסביבה,ירושלים,רמות,2.5,0,3900,40.0,0,0,0,1,0,0,1,0,0,0,0,0,"יחידת דיור מקסימה עם הרבה אור ואוויר. נמצאת בקומת הקרקע. קרובה לתחנת אוטובוס, חנייה .  2.5 חדרים (סלון+מטבח, חדר שינה, חדר קטן), כ40 מטר. המחיר כולל הכל מלבד מים וחשמל"
516,דירה,ירושלים והסביבה,בית אל,כ' בחשוון 1,6.0,8,3400,141.0,0,0,1,1,1,1,1,1,1,0,0,0,"להשכרה במידי
דירה בפרויקט קדמא. כוללת סורגים בחדרים והגבהת מעקה במרפסת. מרפסת סוכה. יחידת הורים. 3 חדרי שירותים מתוכם 2 עם מקלחת/ אמבטיה. חימום בחדרים. מחסן צמוד לדירה. 2 חניות בחניון מקורה. נוף מהמם"
517,דירה,פתח תקוה והסביבה,פתח תקווה,כפר גנים ב,4.5,1,5500,105.0,0,0,1,1,1,0,0,0,1,0,0,0,"דירת 4.5 חדרים מרווחת ומוארת
קרובה למרכזי קניות, תחבורה ציבורית ובתי ספר, גישה נוחה לכבישים מהירים, מזגן בסלון ובכל חדר, מחסן בתוך הדירה
"
518,דירה,באר שבע והסביבה,דימונה,הרב אברהם קוק 27,4.0,2,3400,108.0,0,0,1,1,1,1,0,1,0,0,0,0,"להשכרה בשכונת השחר 
דירת 4 חדרים קומה ב' :

? בית חכם
?? תריסים חשמליים ורשתות .
?? חשמל תלת - פאזי.
?״? מרפסת גדולה עם נוף פתוח.
?? ממ""ד.
? 3 חדרי שינה.
? סלון גדול
? חדר שירות.
? 2 שירותים ומקלחות. 
? מזגן מיני מרכזי.
? חנייה בטאבו.
? קרבה למוסדות חינוך, פארקים, מרכזי קניות,  תחבורה ציבורית ובית כנסת .
      כניסה מיידית .
"
519,דירה,רעננה - כפר סבא,רעננה,יאיר רוזנבלום 3,5.0,3,8500,148.0,0,0,1,1,1,1,0,1,1,1,0,0,"דירה מרווחת ומוארת מאוד בנווה זמר. פונה לכוון דרום לנוף פתוח מהסלון. 
135מ + 13מ מרפסת, שתי חניות מקורות ומקבילות, ומחסן. 2 חדרי שירותים ומקלחות, וחדר שירות. 
מזגן מתקדם עם שליטה מכל חדר"
520,יחידת דיור,מושבים בצפון,עין יעקב,הרימון 15,2.0,0,2500,40.0,0,0,0,1,1,1,0,0,0,0,0,0,"יחידת דיור נפרדת, חדשה, מושקעת. 
כוללת סלון, חדר שינה, מטבח ומקלחת. 
מרפסת מקורה. 
ללא ריהוט. (ניתן לקנות ריהוט)"
521,דירה,רעננה - כפר סבא,כפר סבא,תל חי 63,5.0,1,7000,110.0,0,0,1,1,1,1,0,0,0,0,0,0,"רק 6 דיירים נהדרים וטובים. קרובה מאוד לתחנה המרכזית. בקרבתה: בתי כנסת, גני ילדים ובתי ספר. הבניין שופץ"
522,דירה,רמת גן - גבעתיים,גבעתיים,קריית יוסף,3.5,3,7000,110.0,0,0,0,1,1,0,0,0,0,0,0,0,"דירת 3.5 חדרים מאוד מרווחת ! קומה 3 במיקום מצוין ושקט, קרובה לכצנלסון, דירה מאובזרת נקיה ושמורה. כניסה מיולי
מתאימה למשפחה או גם לשותף שרוצה לחלוק עם שותפה קיימת"
523,דירה,גליל ועמקים,חצור הגלילית,הזית 1,5.0,1,4600,150.0,0,0,0,1,1,1,0,1,0,0,0,0,"רחוב הזית 12,קומה -1 בניין מדורג.מהחזית קומה 2.
סה""כ 3 קומות בבניין.
דירה יפה ומוארת.
יחידת הורים.
מזגן מרכזי.
רשתות.
נוף מהמם.
מרפסת 12 מר"
524,דירה,ראש העין והסביבה,ראש העין,חיים הרצוג 29,4.0,9,5900,105.0,0,0,1,1,1,1,0,1,0,0,0,0,"ללא תיווך , לטווח ארוך .
דירת 4 חדרים - פרוייקט ?פרץ בוני הנגב ?, בצומת הרחובות חיים הרצוג - נתן אלטרמן . 
צמוד לאשכול גנים ובתי ספר , עורפית ושקטה . 
חניה תת קרקעית רחבה . 
הדירה כוללת מרפסת , יחידת הורים , ממ״ד , מזגן מיני מרכזי . 
נא ליצור קשר ראשוני בווצאפ"
525,דירה,גדרה יבנה והסביבה,יבנה,רמות וייצמן,2.0,1,3650,65.0,0,0,0,1,0,0,1,0,0,1,0,0,"דירה נעימה בעלת 2 חדרים -סלון גדול מאוד וחדר שינה גדול, משופצת עם חדר קטן לכביסה, קומה 1- עולים רק 5 מדרגות.
אזור שקט, קיימת חניית כורכור מעבר לכביש.
בעלי בית מהממים!
לא בשבת"
526,דירה,רעננה - כפר סבא,רעננה,תל חי 17,5.0,2,7500,112.0,0,0,1,1,1,1,0,1,0,0,0,0,דירה שמורה מאוד איזור נעים ושקט במרכז העיר חדרים מרווחים לא בשבת
527,דירה,באר שבע והסביבה,שדרות,מרגנית 17,4.0,4,3850,124.0,0,0,1,1,1,1,0,1,0,0,0,0,"דירה מקבלן, 3 כיווני אויר, ללא קיר משותף עם שכנים
מטבח עם שני כיורים ופינת אוכל
מזגניים עליים בחדרים שקטים וחסכוניים, בחלל הגדול של המטבח, סלון ופינת האוכל יש מיני מרכזי שקט במיוחד
תריסים חשמליים ורשתות בכל החלונות, למעט הממד
שני חדרי שירותים, אחד עם אמבטיה והשני עם מקלחון
מרפסת שמש הפונה לצד מערב עם חיבור לגז מים וחשמל, ומרפסת שירות
לדירה יש חניה"
